       21       22        1     0.4882764225E-03
       22       26        1     0.6532888899E-03
       23       90        2     0.1980092031E-02
       24       94        2     0.2282994331E-02
        6       16        1     0.1000294891E-03
        7       22        1     0.1772245105E-03
        8       30        1     0.2612812903E-03
        9       36        1     0.3233403406E-03
       10       40        1     0.4040388175E-03
       11       44        1     0.4838078940E-03
       12       48        1     0.5664458890E-03
       13       50        1     0.6565358983E-03
       14       52        1     0.7451039009E-03
       15       54        1     0.8561359837E-03
       16       58        1     0.9573608030E-03
       17       62        1     0.1080224715E-02
       18       66        1     0.1190669202E-02
       15       10        1     0.8779206517E-04
       16       16        1     0.1863592809E-03
       17       20        1     0.2711217076E-03
       18       26        1     0.3724456938E-03
        1        6        1     0.1165808880E-05
        2       14        1     0.3029114867E-05
        3       18        1     0.4060391222E-05
        4       24        1     0.5160518945E-05
        5       32        1     0.5547343396E-05
        6       36        1     0.4897449225E-05
        7       42        1     0.3947311951E-05
        8       46        1     0.3476616202E-05
        9       50        1     0.3350782128E-05
       10       54        1     0.3321867296E-05
       11       58        1     0.3667534848E-05
       12       62        1     0.3790814483E-05
       13       64        1     0.4599910546E-05
       14       68        1     0.4287113402E-05
       15       70        1     0.4161904562E-05
       16       74        1     0.4844957805E-05
       11        8        1     0.5742217087E-05
       12       12        1     0.1292624318E-04
       13       16        1     0.1991682943E-04
       14       20        1     0.2580349154E-04
       15       24        1     0.3147396651E-04
       16       28        1     0.3567387821E-04
        2        8        1     0.1219306721E-04
        3       16        1     0.4976597304E-04
        4       22        1     0.8539417604E-04
        5       28        1     0.1147145182E-03
        6       34        1     0.1511341778E-03
        7       38        1     0.1893003383E-03
        8       42        1     0.2313118748E-03
        9       48        1     0.2638424693E-03
       10       52        1     0.3038139242E-03
       11       54        1     0.3408594426E-03
       12       58        1     0.3849953296E-03
       13       62        1     0.4280053366E-03
       14       64        1     0.4852168187E-03
       15       68        1     0.5324806648E-03
       16       72        1     0.5854296040E-03
       17      190        3     0.2943927044E-03
       18      194        3     0.3156128649E-03
       19      304        5     0.5743275575E-04
       16        8        1     0.6664773529E-06
       17       14        1     0.1110177153E-05
       18       18        1     0.1800811985E-05
       19       24        1     0.3329464195E-05
        8       14        1     0.1049263922E-03
        9       28        1     0.2607644086E-03
       10       34        1     0.4103467894E-03
       11       36        1     0.5371684494E-03
       12       38        1     0.6854363792E-03
       13       42        1     0.8138588129E-03
       14       44        1     0.9375528204E-03
       15       46        1     0.1094391013E-02
       16       50        1     0.1239600271E-02
       17       54        1     0.1402265063E-02
       18       56        1     0.1563052720E-02
       19       60        1     0.1734564334E-02
       20      408        7     0.9426308436E-04
       21      412        7     0.9720586673E-04
       22      414        7     0.9822821871E-04
       23      418        7     0.9945610405E-04
       24      424        7     0.9817430325E-04
       25      526        9     0.1002449825E-03
       26      528        9     0.1289527811E-03
       27      532        9     0.1509219164E-03
       28      538        9     0.1692094261E-03
       23       14        1     0.2046506405E-03
       24       20        1     0.4004868607E-03
       14       10        1     0.5064872811E-04
       15       22        1     0.1491675649E-03
       16       28        1     0.2491164231E-03
       17       32        1     0.3409877944E-03
       18       36        1     0.4335925362E-03
       19       36        1     0.5146337253E-03
       20       40        1     0.6128722627E-03
       21       44        1     0.7093722229E-03
       22       44        1     0.7981525015E-03
       23       48        1     0.9055514909E-03
       24       50        1     0.1001490733E-02
       25       84        2     0.1689249890E-02
       26       88        2     0.1984442898E-02
       27       92        2     0.2249803046E-02
       28       96        2     0.2533462824E-02
       29      640       11     0.2497360712E-04
       30      642       11     0.2909699830E-04
       31      646       11     0.3344387855E-04
       32      648       11     0.3663400880E-04
       33      652       11     0.3976280050E-04
       34      654       11     0.4185639989E-04
       35      658       11     0.4374223883E-04
       36      768       14     0.5499852027E-04
       37      770       14     0.6660434611E-04
       38      772       14     0.7675649890E-04
       39      776       14     0.8354082191E-04
       31       10        1     0.3926843419E-04
       18        4        1     0.7369241859E-05
       19       16        2     0.3153152714E-04
       20       22        2     0.5976407238E-04
       21       26        2     0.8658589995E-04
       22       30        2     0.1118697220E-03
